Wavelength(nm),Absorbance
1693.4000,-0.0077516
1693.2000,-0.0130584
1693.0000,0.0613744
1692.7999,-0.0025002
1692.6000,-0.00530051
1692.4000,0.00344751
1692.2000,-0.0348892
1692.0000,-0.0241721
1691.7999,0.00355343
1691.6000,-0.0458422
1691.4000,-0.0118365
1691.2000,0.000864628
1691.0000,0.0365184
1690.7999,0.0673483
1690.6000,0.0110478
1690.4000,0.00573046
1690.2000,0.0141732
1690.0000,0.0441496
1689.7999,-0.0247937
1689.6000,0.0083642
1689.4000,-0.00305299
1689.2000,0.0591212
1689.0000,0.0318409
1688.7999,-0.0245055
1688.6000,0.0121835
1688.4000,0.0455611
1688.2000,0.0142647
1688.0000,0.0638921
1687.7999,-0.0434172
1687.6000,0.0326618
1687.4000,-0.0281353
1687.2000,0.00964467
1687.0000,0.0353946
1686.7999,-0.0208997
1686.6000,-0.0150329
1686.4000,0.0873477
1686.2000,0.0602106
1686.0000,0.0310848
1685.7999,0.0215986
1685.6000,0.0341442
1685.4000,-0.0509468
1685.2000,0.0165159
1685.0000,0.0450141
1684.7999,0.0312692
1684.6000,0.0769076
1684.4000,-0.0345005
1684.2000,-0.0132434
1684.0000,0.0277224
1683.7999,0.00641231
1683.6000,0.0249247
1683.4000,0.0208646
1683.2000,0.0219293
1683.0000,0.0432689
1682.7999,-0.000438267
1682.6000,0.0259017
1682.4000,0.0225451
1682.2000,0.0479654
1682.0000,0.0411322
1681.7999,0.0146117
1681.6000,-0.0544623
1681.4000,0.0257709
1681.2000,0.000531439
1681.0000,-0.0408896
1680.7999,0.0462491
1680.6000,0.0303847
1680.4000,0.0478836
1680.2000,0.0204177
1680.0000,-0.0271764
1679.7999,0.00180067
1679.6000,-0.038765
1679.4000,-0.0256041
1679.2000,0.0433648
1679.0000,-0.0137405
1678.7999,-0.0252821
1678.6000,-0.00471881
1678.4000,0.0457579
1678.2000,0.00973813
1678.0000,0.0913495
1677.7999,0.00784958
1677.6000,-0.0106373
1677.4000,0.0306089
1677.2000,-0.00132892
1677.0000,-0.0372992
1676.7999,-0.0203818
1676.6000,-0.0488453
1676.4000,0.0736484
1676.2000,0.0146721
1676.0000,0.0482917
1675.7999,0.0504251
1675.6000,0.0370657
1675.4000,0.0272559
1675.2000,-0.011108
1675.0000,0.00735367
1674.7999,0.0214948
1674.6000,-0.0503214
1674.4000,-0.0301336
1674.2000,0.00413961
1674.0000,0.00548311
1673.7999,-0.00336635
1673.6000,0.0336171
1673.4000,0.027118
1673.2000,0.00425821
1673.0000,0.0154017
1672.7999,-0.067511
1672.6000,0.0315193
1672.4000,0.00653402
1672.2000,0.0253327
1672.0000,0.032466
1671.7999,0.042145
1671.6000,-0.0255094
1671.4000,0.0157844
1671.2000,-0.0353541
1671.0000,0.00858523
1670.7999,-0.0170978
1670.6000,0.0532182
1670.4000,-0.000765916
1670.2000,0.0385788
1670.0000,-0.0426379
1669.7999,0.0524126
1669.6000,-0.0159857
1669.4000,0.00828326
1669.2000,0.0132461
1669.0000,0.0572001
1668.7999,0.0297901
1668.6000,0.0199562
1668.4000,-0.0923738
1668.2000,0.00401554
1668.0000,-0.0035129
1667.7999,-0.0168012
1667.6000,-0.0481042
1667.4000,-0.0161273
1667.2000,-0.00691098
1667.0000,0.0274013
1666.7999,-0.0247949
1666.6000,-0.0385912
1666.4000,0.0631283
1666.2000,-0.0247357
1666.0000,-0.016355
1665.7999,0.0209034
1665.6000,-0.0428746
1665.4000,-0.0303212
1665.2000,0.0269687
1665.0000,-0.0217764
1664.7999,0.0668223
1664.6000,-0.0458259
1664.4000,0.0155574
1664.2000,-0.0247215
1664.0000,-0.0221104
1663.7999,-0.0142669
1663.6000,0.0638508
1663.4000,0.0202946
1663.2000,0.0789492
1663.0000,0.0027332
1662.7999,0.0191131
1662.6000,-0.0500857
1662.4000,0.0223194
1662.2000,-0.0252953
1662.0000,0.0554568
1661.7999,-0.0276954
1661.6000,0.0864471
1661.4000,0.0178259
1661.2000,-0.0112565
1661.0000,0.00172822
1660.7999,0.00825009
1660.6000,-0.00463717
1660.4000,0.0249295
1660.2000,-0.00392826
1660.0000,0.0213475
1659.7999,0.0102299
1659.6000,-0.018968
1659.4000,-0.0560206
1659.2000,-0.00966141
1659.0000,0.00182312
1658.7999,-0.0092949
1658.6000,0.0172562
1658.4000,-0.0414232
1658.2000,0.00368867
1658.0000,0.00685727
1657.7999,-0.0170733
1657.6000,-0.00272408
1657.4000,0.0200403
1657.2000,0.0139184
1657.0000,0.00228298
1656.7999,-0.100547
1656.6000,-0.00394696
1656.4000,-0.0406824
1656.2000,0.0280066
1656.0000,-0.0243728
1655.7999,0.00724008
1655.6000,-0.0245775
1655.4000,0.0310081
1655.2000,-0.0265312
1655.0000,-0.0218035
1654.7999,0.00621293
1654.6000,0.0163018
1654.4000,-0.0726428
1654.2000,0.0284169
1654.0000,-0.0605687
1653.7999,0.0081422
1653.6000,-0.0326385
1653.4000,-0.0540496
1653.2000,0.0496483
1653.0000,0.0237385
1652.7999,-0.0294637
1652.6000,-0.0290878
1652.4000,-0.0493239
1652.2000,-0.0145793
1652.0000,0.0516825
1651.7999,0.0448548
1651.6000,0.00329071
1651.4000,-0.000383634
1651.2000,-0.0598139
1651.0000,-0.055366
1650.7999,0.0438764
1650.6000,-0.0194437
1650.4000,-0.00157201
1650.2000,-0.0509027
1650.0000,0.00217848
1649.7999,-0.0241013
1649.6000,-0.0465823
1649.4000,-0.0229748
1649.2000,-0.0162469
1649.0000,-0.0103575
1648.7999,0.00266725
1648.6000,-0.0240201
1648.4000,0.00157916
1648.2000,0.00619757
1648.0000,-0.0088532
1647.7999,0.0336014
1647.6000,0.138572
1647.4000,0.073796
1647.2000,0.0398276
1647.0000,0.0807668
1646.7999,0.00102068
1646.6000,0.0420583
1646.4000,-0.0173723
1646.2000,-0.0747154
1646.0000,0.0263166
1645.7999,0.018598
1645.6000,-0.0387675
1645.4000,0.038753
1645.2000,-0.0243543
1645.0000,0.0144685
1644.7999,-0.0109027
1644.6000,0.0326955
1644.4000,-0.0157665
1644.2000,-0.0247842
1644.0000,-0.0205013
1643.7999,0.0641375
1643.6000,0.00794673
1643.4000,0.0341033
1643.2000,0.0322882
1643.0000,0.0216351
1642.7999,-0.000998476
1642.6000,0.0182804
1642.4000,-0.0360014
1642.2000,0.0230195
1642.0000,0.0011747
1641.7999,0.00163892
1641.6000,0.0055423
1641.4000,-0.0905316
1641.2000,-0.0231935
1641.0000,-0.0508825
1640.7999,-0.0334512
1640.6000,0.0452117
1640.4000,0.0171481
1640.2000,-0.0770681
1640.0000,0.00303312
1639.7999,-0.0391053
1639.6000,-0.0316726
1639.4000,-0.0133325
1639.2000,0.0265308
1639.0000,-0.0766123
1638.7999,0.0780687
1638.6000,-0.0301826
1638.4000,0.0420773
1638.2000,0.0334531
1638.0000,0.0644032
1637.7999,-0.011996
1637.6000,0.0238372
1637.4000,-0.0644597
1637.2000,0.0574421
1637.0000,-0.0147961
1636.7999,0.0239026
1636.6000,-0.0408476
1636.4000,0.0400372
1636.2000,0.0356692
1636.0000,0.10595
1635.7999,0.0202059
1635.6000,0.0309349
1635.4000,0.0507786
1635.2000,0.0309003
1635.0000,-0.029616
1634.7999,-0.0664436
1634.6000,-0.09909
1634.4000,0.0497564
1634.2000,-0.0051594
1634.0000,-0.0163248
1633.7999,0.0693261
1633.6000,-0.116716
1633.4000,0.0262924
1633.2000,0.00462049
1633.0000,-0.00817241
1632.7999,0.00992241
1632.6000,0.122457
1632.4000,0.00150188
1632.2000,0.0498777
1632.0000,-0.0963929
1631.7999,-0.0465877
1631.6000,-0.0559161
1631.4000,0.0705305
1631.2000,-0.0616864
1631.0000,0.034023
1630.7999,-0.130568
1630.6000,0.0803793
1630.4000,0.0277906
1630.2000,0.00718469
1630.0000,-0.108988
1629.7999,-0.071283
1629.6000,-0.109745
1629.4000,0.0372103
1629.2000,-0.0129061
1629.0000,0.167981
1628.7999,-0.0254297
1628.6000,0.0318319
1628.4000,0.00997619
1628.2000,-0.00467561
1628.0000,-0.0659928
1627.7999,0.00960797
1627.6000,-0.0308077
1627.4000,-0.0651116
1627.2000,-0.0967748
1627.0000,-0.0822499
1626.7999,0.0138046
1626.6000,0.195625
1626.4000,0.0275239
1626.2000,-0.0043294
1626.0000,0.0118894
1625.7999,-0.165937
1625.6000,0.0564078
1625.4000,-0.0481141
1625.2000,-0.0586776
1625.0000,-0.14338
1624.7999,0.0106336
1624.6000,-0.0319213
1624.4000,-0.0240932
1624.2000,-0.0788337
1624.0000,0.0811052
1623.7999,-0.0795417
1623.6000,0.0676334
1623.4000,-0.0326627
1623.2000,0.0598288
1623.0000,-0.0406969
1622.7999,0.0108103
1622.6000,-0.0543965
1622.4000,-0.00407524
1622.2000,-0.0612021
1622.0000,0.0348378
1621.7999,-0.028105
1621.6000,0.105527
1621.4000,-0.0176899
1621.2000,0.0478115
1621.0000,-0.0540145
1620.7999,0.0464452
1620.6000,0.037134
1620.4000,-0.0154225
1620.2000,-0.0335882
1620.0000,0.0492667
1619.7999,0.0230335
1619.6000,0.0259589
1619.4000,0.112895
1619.2000,-0.0976837
1619.0000,-0.00146234
1618.7999,-0.00177858
1618.6000,-0.100197
1618.4000,0.0505601
1618.2000,-0.00685895
1618.0000,-0.171172
1617.7999,0.0197281
1617.6000,-0.0742656
1617.4000,0.112791
1617.2000,0.101227
1617.0000,0.00931385
1616.7999,-0.0857105
1616.6000,0.0215468
1616.4000,-0.0461738
1616.2000,-0.0833384
1616.0000,-0.143511
1615.7999,0.0366184
1615.6000,-0.0243947
1615.4000,0.064654
1615.2000,0.00785083
1615.0000,0.115171
1614.7999,0.195309
1614.6000,0.149613
1614.4000,-0.143983
1614.2000,-0.0924627
1614.0000,0.0155985
1613.7999,-0.0623672
1613.6000,-0.012995
1613.4000,0.132495
1613.2000,-0.0399497
1613.0000,0.147527
1612.7999,0.12869
1612.6000,-0.150464
1612.4000,-0.0110857
1612.2000,-0.0258662
1612.0000,-0.0444197
1611.7999,0.0533974
1611.6000,0.0412628
1611.4000,0.0429486
1611.2000,0.156472
1611.0000,0.0547202
1610.7999,0.0878769
1610.6000,0.0583027
1610.4000,-0.020777
1610.2000,0.0532275
1610.0000,0.104051
1609.7999,0.0775133
1609.6000,0.132428
1609.4000,-0.0594541
1609.2000,-0.102604
1609.0000,-0.112325
1608.7999,0.012541
1608.6000,0.0819624
1608.4000,-0.134998
1608.2000,0.0986167
1608.0000,0.133576
1607.7999,0.134892
1607.6000,-0.0298127
1607.4000,-0.011946
1607.2000,-0.199925
1607.0000,-0.0521966
1606.7999,0.0442398
1606.6000,0.0546834
1606.4000,-0.0471415
1606.2000,0.113221
1606.0000,-0.26101
1605.7999,0.0795666
1605.6000,0.0491758
1605.4000,0.00819596
1605.2000,0.122778
1605.0000,0.0233471
1604.7999,-0.121618
1604.6000,0.106994
1604.4000,-0.54716
1604.2000,0.00451664
1604.0000,-0.0489189
1603.7999,0.0488367
1603.6000,0.0656359
1603.4000,-0.104732
1603.2000,-0.0277489
1603.0000,0.193569
1602.7999,-0.0844163
1602.6000,-0.0360452
1602.4000,0.1319
1602.2000,0.138127
1602.0000,-0.0301272
1601.7999,-0.191556
1601.6000,-0.135631
1601.4000,0.0931874
1601.2000,-0.0516611
1601.0000,-0.19757
1600.7999,0.179974
1600.6000,-0.198886
1600.4000,-0.0953989
1600.2000,-0.128967
1600.0000,0.0688752
1599.7999,-0.0936975
1599.6000,0.104805
1599.4000,-0.226584
1599.2000,-0.108469
1599.0000,-0.223135
1598.7999,0.259474
1598.6000,0.000128514
1598.4000,0.0679316
1598.2000,-0.349645
1598.0000,0.0469294
1597.7999,-0.212648
1597.6000,-0.0711053
1597.4000,-0.0853598
1597.2000,0.0245927
1597.0000,0.00189792
1596.7999,0.0308862
1596.6000,-0.245074
1596.4000,0.0986265
1596.2000,-0.146734
1596.0000,0.414325
1595.7999,0.232056
1595.6000,0.00603596
1595.4000,0.074211
1595.2000,0.133247
1595.0000,0.330397
1594.7999,0.326273
1594.6000,0.153412
1594.4000,0.0856881
1594.2000,0.0943818
1594.0000,-0.0813277
1593.7999,0.0988404
1593.6000,0.0476455
1593.4000,0.00149234
1593.2000,-0.16107
1593.0000,0.558271
1592.7999,-0.243126
1592.6000,0.175887
1592.4000,0.131277
1592.2000,-0.376067
1592.0000,-0.402039
1591.7999,0.437785
1591.6000,-0.10776
1591.4000,0.386202
1591.2000,-0.275878
1591.0000,0.289989
1590.7999,-0.0438393
1590.6000,0.568809
1590.4000,-0.203283
1590.2000,0.345084
1590.0000,-0.0302277
1589.7999,0.138046
1589.6000,-0.449174
1589.4000,0.014151
1589.2000,-0.0480611
1589.0000,0.0345888
1588.7999,-0.138926
1588.6000,0.312735
1588.4000,-0.190149
1588.2000,0.598753
1588.0000,0.348696
1587.7999,-0.0222105
1587.6000,0.021138
1587.4000,-0.284264
1587.2000,-0.188688
1587.0000,0.133231
1586.7999,0.356121
1586.6000,0.110748
1586.4000,0.0728753
1586.2000,-0.111001
1586.0000,-0.220097
1585.7999,1.48478
1585.6000,0.10165
1585.4000,-0.171035
1585.2000,0.230264
1585.0000,-0.389128
1584.7999,0.0466191
1584.6000,-0.336909
1584.4000,-0.0086759
1584.2000,0.0855084
1584.0000,0.0264541
1583.7999,0.572742
1583.6000,0.600219
1583.4000,0.136067
1583.2000,0.581829
1583.0000,-0.447404
1582.7999,0.520963
1582.6000,-0.235049
1582.4000,-0.211909
1582.2000,0.0606559
1582.0000,-0.076202
1581.7999,-0.316263
1581.6000,0.218901
1581.4000,-0.0383524
1581.2000,-0.142704
1581.0000,0.404345
1580.7999,0.801341
1580.6000,-0.482649
1580.4000,0.235977
1580.2000,0.146429
1580.0000,0.258194
1579.7999,0.548111
1579.6000,-2.93075
1579.4000,0.103971
1579.2000,10
1579.0000,-0.272701
1578.7999,-0.0264451
1578.6000,0.0936049
1578.4000,-0.0461277
1578.2000,0.172879
1578.0000,-0.208264
1577.7999,-0.104409
1577.6000,-0.165018
1577.4000,0.166174
1577.2000,0.259896
1577.0000,0.0625878
1576.7999,-0.81979
1576.6000,0.208525
1576.4000,10
1576.2000,-0.170327
1576.0000,0.0521667
1575.7999,-0.232903
1575.6000,-0.0769435
1575.4000,-1.76255
1575.2000,-2.99941
1575.0000,0.016836
1574.7999,-0.859557
1574.6000,-0.218178
1574.4000,0.0932269
1574.2000,-0.377103
1574.0000,0.216118
1573.7999,0.247537
1573.6000,0.398211
1573.4000,0.147856
1573.2000,0.169843
1573.0000,-0.166362
1572.7999,-0.31521
1572.6000,10
1572.4000,-0.133576
1572.2000,-0.325383
1572.0000,-0.0705345
1571.7999,-0.896951
1571.6000,1.49363
1571.4000,-0.50649
1571.2000,0.285112
1571.0000,0.312671
1570.7999,0.0105982
1570.6000,0.349032
1570.4000,10
1570.2000,2.70912
1570.0000,-1.42761
1569.7999,0.0258363
1569.6000,0.230046
1569.4000,0.436577
1569.2000,0.0077754
1569.0000,0.015109
1568.7999,0.0834024
1568.6000,0.281051
1568.4000,0.0881747
1568.2000,-1.65122
1568.0000,-0.514782
1567.7999,10
1567.6000,-0.854726
1567.4000,0.180387
1567.2000,0.294719
1567.0000,-0.271081
1566.7999,-0.336463
1566.6000,0.219998
1566.4000,-0.310059
1566.2000,1.56722
1566.0000,0.737626
1565.7999,0.760837
1565.6000,-0.0262943
1565.4000,1.17316
1565.2000,10
1565.0000,0.449044
1564.7999,0.209479
1564.6000,10
1564.4000,10
1564.2000,-0.382296
1564.0000,-0.455439
1563.7999,0.337983
1563.6000,-0.0921199
1563.4000,0.825756
1563.2000,-1.27946
1563.0000,-0.306589
1562.7999,0.693578
1562.6000,0.183818
1562.4000,0.45407
1562.2000,0.072755
1562.0000,-3.10516
1561.7999,10
1561.6000,-1.0186
1561.4000,-0.234986
1561.2000,0.291063
1561.0000,-1.67448
1560.7999,0.498736
1560.6000,10
1560.4000,-2.22052
1560.2000,-0.200211
1560.0000,10
1559.7999,-0.713962
1559.6000,0.427324
1559.4000,0.281481
1559.2000,0.0483485
1559.0000,-0.168334
1558.7999,0.487331
1558.6000,-0.882147
1558.4000,0.0381424
1558.2000,-0.431126
1558.0000,0.44486
1557.7999,10
1557.6000,10
1557.4000,0.35832
1557.2000,10
1557.0000,10
1556.7999,-0.00870419
1556.6000,-1.34527
1556.4000,0.0229789
1556.2000,-0.11749
1556.0000,-0.00848716
1555.7999,-0.484907
1555.6000,0.350216
1555.4000,-0.344151
1555.2000,0.136688
1555.0000,10
1554.7999,-0.288059
1554.6000,0.370686
1554.4000,10
1554.2000,-0.228201
1554.0000,0.269827
1553.7999,0.130981
1553.6000,0.187054
1553.4000,1.01965
1553.2000,-1.07141
1553.0000,-0.117555
1552.7999,10
1552.6000,3.67123
1552.4000,-0.265446
1552.2000,0.884984
1552.0000,-0.959275
1551.7999,-0.847138
1551.6000,-2.5069
1551.4000,10
1551.2000,10
1551.0000,0.112932
1550.7999,-0.0445858
1550.6000,10
1550.4000,10
1550.2000,0.657485
1550.0000,-0.707127
1549.7999,0.79546
1549.6000,0.961353
1549.4000,3.00236
1549.2000,-0.0880768
1549.0000,0.143357
1548.7999,-0.211569
1548.6000,0.354688
1548.4000,10
1548.2000,0.376483
1548.0000,-0.0120683
1547.7999,0.492111
1547.6000,-0.0434581
1547.4000,3.41198
1547.2000,0.431908
1547.0000,0.0287449
1546.7999,0.296771
1546.6000,-0.385907
1546.4000,0.299845
1546.2000,0.0613498
1546.0000,10
1545.7999,0.323317
1545.6000,0.716824
1545.4000,0.261529
1545.2000,-0.127828
1545.0000,10
1544.7999,0.829062
1544.6000,0.0875251
1544.4000,0.323759
1544.2000,-0.225069
1544.0000,10
1543.7999,-1.30937
1543.6000,0.485508
1543.4000,10
1543.2000,0.472905
1543.0000,-0.538519
1542.7999,-0.297739
1542.6000,-0.481025
1542.4000,-0.00492902
1542.2000,-0.494476
1542.0000,-0.734112
1541.7999,-0.34506
1541.6000,0.0212445
1541.4000,10
1541.2000,10
1541.0000,-0.148436
1540.7999,0.119718
1540.6000,-0.532428
1540.4000,0.731093
1540.2000,10
1540.0000,-2.52219
1539.7999,0.0104167
1539.6000,-0.358092
1539.4000,-0.158551
1539.2000,-0.0250431
1539.0000,10
1538.7999,-0.378929
1538.6000,0.0440299
1538.4000,10
1538.2000,10
1538.0000,10
1537.7999,-0.272528
1537.6000,2.63533
1537.4000,0.0572099
1537.2000,-0.156619
1537.0000,0.0323698
1536.7999,-2.752
1536.6000,0.293184
1536.4000,10
1536.2000,10
1536.0000,0.258868
1535.7999,-0.0474889
1535.6000,-0.198615
1535.4000,-0.17181
1535.2000,-0.207854
1535.0000,-0.0972408
1534.7999,-1.22308
1534.6000,0.136963
1534.4000,-0.211886
1534.2000,0.217855
1534.0000,0.849498
1533.7999,0.133423
1533.6000,10
1533.4000,-1.06706
1533.2000,0.238562
1533.0000,-0.0841903
1532.7999,-0.376335
1532.6000,-0.577923
1532.4000,10
1532.2000,0.50364
1532.0000,-0.0313773
1531.7999,10
1531.6000,-0.268195
1531.4000,-0.288061
1531.2000,0.0247074
1531.0000,0.137486
1530.7999,-0.0936405
1530.6000,10
1530.4000,-0.0482958
1530.2000,-2.69735
1530.0000,-0.072366
1529.7999,-1.5267
1529.6000,-0.451213
1529.4000,-0.139077
1529.2000,-0.0192163
1529.0000,-0.014279
1528.7999,0.085749
1528.6000,-0.176649
1528.4000,0.003002
1528.2000,-0.213229
1528.0000,-0.668405
1527.7999,0.106329
1527.6000,10
1527.4000,0.368791
1527.2000,-0.0845199
1527.0000,10
1526.7999,-0.760558
1526.6000,0.157669
1526.4000,10
1526.2000,-0.0480388
1526.0000,0.24299
1525.7999,0.358346
1525.6000,-0.402404
1525.4000,0.435985
1525.2000,0.0168492
1525.0000,1.45524
1524.7999,10
1524.6000,-0.290902
1524.4000,0.222504
1524.2000,-0.5453
1524.0000,-1.96642
1523.7999,0.529996
1523.6000,-3.05439
1523.4000,0.447767
1523.2000,0.148983
1523.0000,-0.0926199
1522.7999,-0.176543
1522.6000,-0.242211
1522.4000,0.594441
1522.2000,0.373334
1522.0000,-0.219165
1521.7999,0.080859
1521.6000,10
1521.4000,0.498107
1521.2000,0.0909217
1521.0000,0.0840271
1520.7999,0.179095
1520.6000,-0.547679
1520.4000,1.03498
1520.2000,-0.605834
1520.0000,0.482471
1519.7999,-2.70517
1519.6000,-0.0823888
1519.4000,-0.476461
1519.2000,-0.114985
1519.0000,-0.423603
1518.7999,0.296451
1518.6000,-0.471294
1518.4000,-0.387351
1518.2000,-0.534859
1518.0000,0.54657
1517.7999,-0.0779945
1517.6000,0.262115
1517.4000,0.11931
1517.2000,0.681201
1517.0000,-2.3489
1516.7999,0.143395
1516.6000,0.0728002
1516.4000,-0.0429918
1516.2000,-0.496552
1516.0000,-0.0393789
1515.7999,-0.104848
1515.6000,0.133143
1515.4000,-0.426076
1515.2000,-0.0676959
1515.0000,0.517001
1514.7999,-0.50223
1514.6000,0.438252
1514.4000,1.31068
1514.2000,1.4378
1514.0000,-0.0041894
1513.7999,0.164084
1513.6000,-1.66419
1513.4000,0.159955
1513.2000,-1.38429
1513.0000,-0.232051
1512.7999,0.622788
1512.6000,10
1512.4000,-1.75275
1512.2000,3.26287
1512.0000,-0.299963
1511.7999,0.338759
1511.6000,-0.730866
1511.4000,-0.0452909
1511.2000,-0.100419
1511.0000,0.13433
1510.7999,-0.586853
1510.6000,0.39939
1510.4000,-0.98842
1510.2000,1.38469
1510.0000,-1.74154
1509.7999,0.113631
1509.6000,-0.290707
1509.4000,-0.337151
1509.2000,-0.00587861
1509.0000,0.461645
1508.7999,-0.592706
1508.6000,-0.273048
1508.4000,-0.603991
1508.2000,-1.73949
1508.0000,-0.176394
1507.7999,0.717803
1507.6000,-0.625975
1507.4000,0.155628
1507.2000,10
1507.0000,0.161145
1506.7999,0.570083
1506.6000,-0.696369
1506.4000,0.221262
1506.2000,0.396247
1506.0000,0.496038
1505.7999,-0.570389
1505.6000,-0.246581
1505.4000,10
1505.2000,0.0629814
1505.0000,-2.51719
1504.7999,0.126457
1504.6000,-0.130798
1504.4000,0.0804959
1504.2000,-0.314773
1504.0000,-0.0945601
1503.7999,-0.332095
1503.6000,-0.0376239
1503.4000,-0.0835225
1503.2000,-0.12003
1503.0000,-0.429478
1502.7999,-0.322025
1502.6000,-0.136948
1502.4000,1.19418
1502.2000,-0.280745
1502.0000,0.163043
1501.7999,-0.339756
1501.6000,10
1501.4000,-1.31513
1501.2000,10
1501.0000,-0.0262579
1500.7999,0.299218
1500.6000,0.401315
1500.4000,0.156829
1500.2000,0.0352079
1500.0000,-2.82461
1499.7999,-0.115607
1499.6000,-0.0458453
1499.4000,-0.267612
1499.2000,-0.219066
1499.0000,0.46997
1498.7999,-0.620274
1498.6000,0.265126
1498.4000,-2.22377
1498.2000,0.308286
1498.0000,2.78538
1497.7999,-0.351129
1497.6000,0.474099
1497.4000,0.764884
1497.2000,-0.0453032
1497.0000,0.66153
1496.7999,-1.34139
1496.6000,-0.0789921
1496.4000,0.610649
1496.2000,0.165733
1496.0000,-0.355333
1495.7999,-0.601313
1495.6000,-0.0593494
1495.4000,0.71719
1495.2000,0.273155
1495.0000,-0.283265
1494.7999,-0.175079
1494.6000,-0.86904
1494.4000,-1.10458
1494.2000,2.22101
1494.0000,-0.64245
1493.7999,-0.788446
1493.6000,0.285379
1493.4000,-0.339614
1493.2000,0.270951
1493.0000,0.646948
1492.7999,10
1492.6000,1.25411
1492.4000,0.0570938
