TITLE,Sucrose_0.04M
2122.8000,0
2122.6001,0
2122.3999,10
2122.2000,10
2122.0000,-2.44302
2121.8000,-2.07441
2121.6001,2.74714
2121.3999,3.111
2121.2000,10
2121.0000,10
2120.8000,10
2120.6001,2.93863
2120.3999,0.203384
2120.2000,10
2120.0000,-0.682676
2119.8000,0
2119.6001,10
2119.3999,10
2119.2000,2.84751
2119.0000,10
2118.8000,0
2118.6001,-3.10019
2118.3999,10
2118.2000,10
2118.0000,-0.0546854
2117.8000,10
2117.6001,1.33999
2117.3999,-2.25468
2117.2000,2.08515
2117.0000,0.123281
2116.8000,1.57341
2116.6001,10
2116.3999,-2.11545
2116.2000,0.450233
2116.0000,10
2115.8000,-2.08464
2115.6001,-0.0830144
2115.3999,-4.07246
2115.2000,-2.10497
2115.0000,10
2114.8000,-0.277407
2114.6001,10
2114.3999,-0.400618
2114.2000,0.536934
2114.0000,0.180974
2113.8000,0.317248
2113.6001,10
2113.3999,0
2113.2000,10
2113.0000,10
2112.8000,-0.558772
2112.6001,-3.97194
2112.3999,10
2112.2000,-0.988723
2112.0000,10
2111.8000,10
2111.6001,10
2111.3999,0.651184
2111.2000,0
2111.0000,10
2110.8000,10
2110.6001,10
2110.3999,10
2110.2000,10
2110.0000,10
2109.8000,10
2109.6001,10
2109.3999,0.582902
2109.2000,10
2109.0000,10
2108.8000,10
2108.6001,2.3608
2108.3999,10
2108.2000,10
2108.0000,10
2107.8000,10
2107.6001,0
2107.3999,0
2107.2000,-0.289658
2107.0000,10
2106.8000,-2.93244
2106.6001,10
2106.3999,0
2106.2000,-1.3979
2106.0000,10
2105.8000,10
2105.6001,10
2105.3999,0
2105.2000,0
2105.0000,0
2104.8000,-0.599786
2104.6001,0.744727
2104.3999,-0.337951
2104.2000,0
2104.0000,10
2103.8000,10
2103.6001,10
2103.3999,10
2103.2000,0
2103.0000,0
2102.8000,0
2102.6001,0
2102.3999,10
2102.2000,-2.23745
2102.0000,10
2101.8000,0
2101.6001,10
2101.3999,10
2101.2000,10
2101.0000,3.0681
2100.8000,0
2100.6001,0
2100.3999,0
2100.2000,10
2100.0000,10
2099.8000,0.348269
2099.6001,10
2099.3999,10
2099.2000,1.43115
2099.0000,-0.511781
2098.8000,10
2098.6001,10
2098.3999,0.594712
2098.2000,10
2098.0000,-1.76471
2097.8000,0
2097.6001,0
2097.3999,0
2097.2000,10
2097.0000,10
2096.8000,10
2096.6001,0.295506
2096.3999,10
2096.2000,10
2096.0000,10
2095.8000,10
2095.6001,3.64191
2095.3999,10
2095.2000,0
2095.0000,10
2094.8000,-1.4341
2094.6001,10
2094.3999,0.622319
2094.2000,-0.101126
2094.0000,10
2093.8000,10
2093.6001,2.31789
2093.3999,10
2093.2000,10
2093.0000,10
2092.8000,10
2092.6001,10
2092.3999,-0.2336
2092.2000,-3.3022
2092.0000,0
2091.8000,10
2091.6001,0
2091.3999,2.0986
2091.2000,10
2091.0000,10
2090.8000,10
2090.6001,10
2090.3999,1.85337
2090.2000,10
2090.0000,10
2089.8000,10
2089.6001,0
2089.3999,10
2089.2000,10
2089.0000,3.12293
2088.8000,-0.428685
2088.6001,2.42456
2088.3999,-0.344177
2088.2000,10
2088.0000,10
2087.8000,2.05068
2087.6001,-0.457551
2087.3999,-0.491855
2087.2000,-0.518271
2087.0000,3.35029
2086.8000,10
2086.6001,3.62682
2086.3999,10
2086.2000,10
2086.0000,10
2085.8000,2.36341
2085.6001,0
2085.3999,-2.04936
2085.2000,10
2085.0000,0.431798
2084.8000,10
2084.6001,-2.57705
2084.3999,10
2084.2000,10
2084.0000,0.154541
2083.8000,10
2083.6001,10
2083.3999,10
2083.2000,-0.258355
2083.0000,-2.20746
2082.8000,-1.19167
2082.6001,0
2082.3999,10
2082.2000,0
2082.0000,0
2081.8000,0.376751
2081.6001,-1.5854
2081.3999,10
2081.2000,0
2081.0000,-1.1549
2080.8000,0
2080.6001,0
2080.3999,10
2080.2000,-0.54585
2080.0000,10
2079.8000,10
2079.6001,1.20317
2079.3999,10
2079.2000,0.342658
2079.0000,10
2078.8000,10
2078.6001,10
2078.3999,2.60863
2078.2000,0.148653
2078.0000,10
2077.8000,10
2077.6001,0.801424
2077.3999,10
2077.2000,10
2077.0000,10
2076.8000,2.46643
2076.6001,10
2076.3999,0.282677
2076.2000,10
2076.0000,0.164447
2075.8000,-3.18957
2075.6001,-2.85069
2075.3999,10
2075.2000,10
2075.0000,10
2074.8000,0
2074.6001,10
2074.3999,10
2074.2000,10
2074.0000,10
2073.8000,10
2073.6001,10
2073.3999,10
2073.2000,0
2073.0000,10
2072.8000,2.4178
2072.6001,10
2072.3999,0.227693
2072.2000,10
2072.0000,1.41261
2071.8000,0.499727
2071.6001,-1.72576
2071.3999,0.59062
2071.2000,10
2071.0000,1.98121
2070.8000,0
2070.6001,10
2070.3999,0.82823
2070.2000,0
2070.0000,10
2069.8000,-2.88726
2069.6001,10
2069.3999,10
2069.2000,1.96839
2069.0000,10
2068.8000,-0.0759705
2068.6001,0.252651
2068.3999,0
2068.2000,2.53877
2068.0000,10
2067.8000,10
2067.6001,10
2067.3999,10
2067.2000,10
2067.0000,-0.853547
2066.8000,10
2066.6001,10
2066.3999,-0.309764
2066.2000,0.570808
2066.0000,-2.5902
2065.8000,10
2065.6001,10
2065.3999,10
2065.2000,-3.15132
2065.0000,10
2064.8000,2.14613
2064.6001,10
2064.3999,-0.0717372
2064.2000,10
2064.0000,10
2063.8000,10
2063.6001,10
2063.3999,2.34431
2063.2000,10
2063.0000,10
2062.8000,0.246558
2062.6001,-0.85318
2062.3999,10
2062.2000,10
2062.0000,10
2061.8000,0
2061.6001,10
2061.3999,1.91987
2061.2000,-0.312152
2061.0000,10
2060.8000,1.72452
2060.6001,10
2060.3999,10
2060.2000,-2.68591
2060.0000,0.55029
2059.8000,10
2059.6001,0
2059.3999,10
2059.2000,-0.559472
2059.0000,0.313489
2058.8000,10
2058.6001,-0.38886
2058.3999,10
2058.2000,-0.356547
2058.0000,10
2057.8000,10
2057.6001,10
2057.3999,-2.73922
2057.2000,10
2057.0000,-0.208369
2056.8000,10
2056.6001,10
2056.3999,1.05436
2056.2000,0
2056.0000,10
2055.8000,-2.49035
2055.6001,2.97499
2055.3999,10
2055.2000,1.96439
2055.0000,-3.59968
2054.8000,0
2054.6001,10
2054.3999,-0.312211
2054.2000,2.15141
2054.0000,0.419878
2053.8000,-0.0248242
2053.6001,10
2053.3999,-3.20349
2053.2000,10
2053.0000,0
2052.8000,10
2052.6001,-2.4882
2052.3999,10
2052.2000,10
2052.0000,10
2051.8000,10
2051.6001,-2.2545
2051.3999,10
2051.2000,10
2051.0000,-0.390252
2050.8000,10
2050.6001,10
2050.3999,0
2050.2000,10
2050.0000,0.11304
2049.8000,10
2049.6001,0
2049.3999,0
2049.2000,0
2049.0000,-0.205824
2048.8000,-1.35265
2048.6001,10
2048.3999,10
2048.2000,10
2048.0000,0.216591
2047.8000,10
2047.6000,0
2047.4000,10
2047.2000,10
2047.0000,0.564111
2046.8000,10
2046.6000,2.13382
2046.4000,10
2046.2000,10
2046.0000,0
2045.8000,10
2045.6000,1.03039
2045.4000,2.39604
2045.2000,-0.943095
2045.0000,10
2044.8000,-0.240503
2044.6000,2.86243
2044.4000,10
2044.2000,-2.43869
2044.0000,10
2043.8000,10
2043.6000,10
2043.4000,10
2043.2000,0
2043.0000,0
2042.8000,10
2042.6000,10
2042.4000,10
2042.2000,-0.0914634
2042.0000,10
2041.8000,0
2041.6000,-2.49848
2041.4000,3.06481
2041.2000,10
2041.0000,-0.211477
2040.8000,10
2040.6000,0
2040.4000,1.52117
2040.2000,10
2040.0000,10
2039.8000,10
2039.6000,-0.761651
2039.4000,2.54877
2039.2000,-0.137853
2039.0000,0.303488
2038.8000,0
2038.6000,10
2038.4000,10
2038.2000,0
2038.0000,1.96726
2037.8000,-1.58939
2037.6000,0.139599
2037.4000,0
2037.2000,0
2037.0000,1.6536
2036.8000,10
2036.6000,1.86256
2036.4000,10
2036.2000,10
2036.0000,0.236639
2035.8000,10
2035.6000,-2.87496
2035.4000,10
2035.2000,10
2035.0000,10
2034.8000,10
2034.6000,0
2034.4000,-0.348532
2034.2000,10
2034.0000,0
2033.8000,10
2033.6000,10
2033.4000,0
2033.2000,0
2033.0000,0
2032.8000,2.41283
2032.6000,10
2032.4000,10
2032.2000,-3.49538
2032.0000,10
2031.8000,10
2031.6000,10
2031.4000,-3.2611
2031.2000,-1.52747
2031.0000,10
2030.8000,10
2030.6000,-2.05436
2030.4000,10
2030.2000,10
2030.0000,0.285159
2029.8000,10
2029.6000,10
2029.4000,10
2029.2000,10
2029.0000,0.16315
2028.8000,-1.94569
2028.6000,-1.25512
2028.4000,-1.33959
2028.2000,10
2028.0000,2.56727
2027.8000,10
2027.6000,10
2027.4000,-1.36448
2027.2000,0.0130535
2027.0000,10
2026.8000,10
2026.6000,10
2026.4000,10
2026.2000,0.658213
2026.0000,10
2025.8000,10
2025.6000,10
2025.4000,0
2025.2000,10
2025.0000,3.09994
2024.8000,-1.97581
2024.6000,10
2024.4000,-1.92395
2024.2000,0.667701
2024.0000,0
2023.8000,10
2023.6000,10
2023.4000,10
2023.2000,-0.466402
2023.0000,10
2022.8000,1.47416
2022.6000,1.61849
2022.4000,10
2022.2000,0.145128
2022.0000,-1.80517
2021.8000,3.30918
2021.6000,-0.10706
2021.4000,2.42179
2021.2000,-0.884144
2021.0000,3.16914
2020.8000,-0.201257
2020.6000,10
2020.4000,-2.88409
2020.2000,0
2020.0000,10
2019.8000,1.71265
2019.6000,-0.0655522
2019.4000,10
2019.2000,10
2019.0000,10
2018.8000,-2.12703
2018.6000,0
2018.4000,1.19022
2018.2000,10
2018.0000,10
2017.8000,-3.34801
2017.6000,-1.08247
2017.4000,10
2017.2000,0.328863
2017.0000,-0.380729
2016.8000,10
2016.6000,10
2016.4000,-0.012133
2016.2000,-0.306427
2016.0000,-0.732318
2015.8000,0
2015.6000,0
2015.4000,-1.21778
2015.2000,10
2015.0000,-2.72107
2014.8000,0
2014.6000,10
2014.4000,1.61715
2014.2000,10
2014.0000,0
2013.8000,0
2013.6000,-0.251812
2013.4000,-1.03469
2013.2000,1.18245
2013.0000,10
2012.8000,-2.90529
2012.6000,10
2012.4000,0.0810819
2012.2000,-0.85342
2012.0000,0.0688924
2011.8000,10
2011.6000,-2.54357
2011.4000,10
2011.2000,1.99691
2011.0000,10
2010.8000,10
2010.6000,10
2010.4000,10
2010.2000,10
2010.0000,10
2009.8000,10
2009.6000,10
2009.4000,10
2009.2000,10
2009.0000,-0.240507
2008.8000,10
2008.6000,-2.20504
2008.4000,10
2008.2000,-1.29437
2008.0000,10
2007.8000,-2.60535
2007.6000,10
2007.4000,-2.05269
2007.2000,1.81991
2007.0000,10
2006.8000,0
2006.6000,10
2006.4000,10
2006.2000,-1.80956
2006.0000,2.03062
2005.8000,10
2005.6000,1.67898
2005.4000,-2.51551
2005.2000,-2.10872
2005.0000,0.576413
2004.8000,10
2004.6000,10
2004.4000,10
2004.2000,2.05847
2004.0000,2.7208
2003.8000,10
2003.6000,10
2003.4000,1.27952
2003.2000,0
2003.0000,10
2002.8000,10
2002.6000,10
2002.4000,-0.476133
2002.2000,10
2002.0000,10
2001.8000,3.32164
2001.6000,10
2001.4000,10
2001.2000,0
2001.0000,2.2769
2000.8000,1.72946
2000.6000,0
2000.4000,-4.43933
2000.2000,10
2000.0000,10
1999.8000,10
1999.6000,10
1999.4000,10
1999.2000,-1.15981
1999.0000,0
1998.8000,0
1998.6000,-1.43078
1998.4000,10
1998.2000,0
1998.0000,10
1997.8000,10
1997.6000,10
1997.4000,10
1997.2000,10
1997.0000,10
1996.8000,1.95845
1996.6000,2.11975
1996.4000,10
1996.2000,0.744727
1996.0000,10
1995.8000,10
1995.6000,10
1995.4000,0
1995.2000,10
1995.0000,10
1994.8000,10
1994.6000,10
1994.4000,10
1994.2000,0.337242
1994.0000,10
1993.8000,10
1993.6000,0.690996
1993.4000,-2.29905
1993.2000,10
1993.0000,0
1992.8000,10
1992.6000,-0.475915
1992.4000,10
1992.2000,10
1992.0000,0
1991.8000,-1.95729
1991.6000,0
1991.4000,0
1991.2000,0
1991.0000,0
1990.8000,0.387386
1990.6000,-1.29709
1990.4000,2.35476
1990.2000,-1.05959
1990.0000,1.52986
1989.8000,10
1989.6000,10
1989.4000,10
1989.2000,10
1989.0000,10
1988.8000,10
1988.6000,10
1988.4000,10
1988.2000,0
1988.0000,0
1987.8000,0
1987.6000,10
1987.4000,0.25189
1987.2000,2.49409
1987.0000,-3.8114
1986.8000,10
1986.6000,10
1986.4000,10
1986.2000,10
1986.0000,-1.50884
1985.8000,10
1985.6000,0
1985.4000,0
1985.2000,10
1985.0000,10
1984.8000,-2.94135
1984.6000,10
1984.4000,0
1984.2000,10
1984.0000,10
1983.8000,10
1983.6000,-0.616881
1983.4000,0
1983.2000,10
1983.0000,10
1982.8000,-0.339079
1982.6000,10
1982.4000,10
1982.2000,10
1982.0000,10
1981.8000,10
1981.6000,10
1981.4000,10
1981.2000,0
1981.0000,0
1980.8000,10
1980.6000,10
1980.4000,10
1980.2000,0
1980.0000,0
1979.8000,0.907384
1979.6000,-2.95198
1979.4000,10
1979.2000,0
1979.0000,0.745967
1978.8000,-3.29052
1978.6000,1.98376
1978.4000,10
1978.2000,10
1978.0000,10
1977.8000,-2.65579
1977.6000,0
1977.4000,10
1977.2000,1.45083
1977.0000,10
1976.8000,-0.904955
1976.6000,2.47844
1976.4000,-0.427903
1976.2000,10
1976.0000,10
1975.8000,2.39433
1975.6000,1.49794
1975.4000,10
1975.2000,10
1975.0000,10
1974.8000,10
1974.6000,10
1974.4000,-3.35407
1974.2000,0.221191
1974.0000,10
1973.8000,0.863676
1973.6000,10
1973.4000,10
1973.2000,3.63637
1973.0000,10
1972.8000,10
1972.6000,0
1972.4000,0
1972.2000,10
1972.0000,10
1971.8000,-1.1639
1971.6000,-1.10859
1971.4000,10
1971.2000,10
1971.0000,10
1970.8000,10
1970.6000,10
1970.4000,0
1970.2000,2.51064
1970.0000,-0.0707851
1969.8000,0.497214
1969.6000,10
1969.4000,10
1969.2000,2.1241
1969.0000,-2.86404
1968.8000,0
1968.6000,10
1968.4000,10
1968.2000,10
1968.0000,10
1967.8000,-1.20687
1967.6000,0
1967.4000,0
1967.2000,-0.0815923
1967.0000,0
1966.8000,0
1966.6000,10
1966.4000,10
1966.2000,-1.57414
1966.0000,3.92634
1965.8000,10
1965.6000,-1.3671
1965.4000,-2.66942
1965.2000,10
1965.0000,0
1964.8000,0
1964.6000,10
1964.4000,-0.612535
1964.2000,10
1964.0000,10
1963.8000,10
1963.6000,10
1963.4000,10
1963.2000,2.85591
1963.0000,-0.387216
1962.8000,-0.957939
1962.6000,10
1962.4000,-0.218363
1962.2000,10
1962.0000,10
1961.8000,10
1961.6000,2.42627
1961.4000,0.759565
1961.2000,10
1961.0000,10
1960.8000,10
1960.6000,0
1960.4000,0
1960.2000,0
1960.0000,10
1959.8000,10
1959.6000,10
1959.4000,-0.17244
1959.2000,0
1959.0000,10
1958.8000,10
1958.6000,10
1958.4000,-1.80963
1958.2000,0
1958.0000,0
1957.8000,10
1957.6000,10
1957.4000,10
1957.2000,0.00438856
1957.0000,2.39409
1956.8000,-0.167877
1956.6000,10
1956.4000,10
1956.2000,10
1956.0000,10
1955.8000,1.12147
1955.6000,-2.13593
1955.4000,0
1955.2000,10
1955.0000,0
1954.8000,0
1954.6000,10
1954.4000,10
1954.2000,10
1954.0000,10
1953.8000,0.558508
1953.6000,10
1953.4000,2.42824
1953.2000,10
1953.0000,-2.02261
1952.8000,-2.34022
1952.6000,0.0555173
1952.4000,10
1952.2000,10
1952.0000,10
1951.8000,0.313619
1951.6000,-1.84218
1951.4000,10
1951.2000,10
1951.0000,10
1950.8000,10
1950.6000,10
1950.4000,0
1950.2000,10
1950.0000,10
1949.8000,10
1949.6000,-1.66128
1949.4000,10
1949.2000,10
1949.0000,-0.779734
1948.8000,3.27331
1948.6000,10
1948.4000,10
1948.2000,-1.22415
1948.0000,10
1947.8000,-2.09201
1947.6000,0
1947.4000,-1.71421
1947.2000,10
1947.0000,-3.32985
1946.8000,0.653212
1946.6000,10
1946.4000,10
1946.2000,-0.00431746
1946.0000,3.09788
1945.8000,-1.11557
1945.6000,10
1945.4000,-0.988428
1945.2000,2.3648
1945.0000,10
1944.8000,2.30958
1944.6000,-0.165306
1944.4000,10
1944.2000,10
1944.0000,0.251677
1943.8000,0.678433
1943.6000,10
1943.4000,0
1943.2000,0
1943.0000,0
1942.8000,4.00596
1942.6000,-0.339832
1942.4000,10
1942.2000,10
1942.0000,10
1941.8000,10
1941.6000,0.138275
1941.4000,10
1941.2000,-1.84817
1941.0000,10
1940.8000,10
1940.6000,0
1940.4000,-1.42142
1940.2000,-2.00154
1940.0000,10
1939.8000,0
1939.6000,10
1939.4000,10
1939.2000,10
1939.0000,-0.650545
1938.8000,10
1938.6000,10
1938.4000,1.71639
1938.2000,10
1938.0000,-0.0402008
1937.8000,10
1937.6000,10
1937.4000,10
1937.2000,10
1937.0000,10
1936.8000,-0.873631
1936.6000,3.84754
1936.4000,10
1936.2000,-3.85145
1936.0000,10
1935.8000,0
1935.6000,2.24411
1935.4000,-0.62064
1935.2000,10
1935.0000,10
1934.8000,-1.62739
1934.6000,2.35331
1934.4000,-2.64208
1934.2000,-0.0473357
1934.0000,-2.61405
1933.8000,10
1933.6000,10
1933.4000,10
1933.2000,10
1933.0000,-0.171574
1932.8000,-1.36241
1932.6000,0
1932.4000,0
1932.2000,1.59184
1932.0000,10
1931.8000,1.82288
1931.6000,0
1931.4000,0.50195
1931.2000,10
1931.0000,-0.690355
1930.8000,10
1930.6000,10
1930.4000,10
1930.2000,0
1930.0000,0
1929.8000,10
1929.6000,10
1929.4000,10
1929.2000,10
1929.0000,10
1928.8000,10
1928.6000,10
1928.4000,10
1928.2000,10
1928.0000,2.8379
1927.8000,10
1927.6000,0.88642
1927.4000,-3.9972
1927.2000,-2.26473
1927.0000,10
1926.8000,10
1926.6000,10
1926.4000,2.77859
1926.2000,-2.02115
1926.0000,0
1925.8000,10
1925.6000,10
1925.4000,-0.320012
1925.2000,10
1925.0000,0
1924.8000,0
1924.6000,-1.61861
1924.4000,10
1924.2000,0.170349
1924.0000,10
1923.8000,10
1923.6000,10
1923.4000,10
1923.2000,10
1923.0000,10
1922.8000,10
1922.6000,10
1922.4000,3.12786
1922.2000,10
1922.0000,10
1921.8000,0
1921.6000,1.93425
1921.4000,10
1921.2000,3.08449
1921.0000,10
1920.8000,2.25772
1920.6000,0
1920.4000,10
1920.2000,-1.61116
1920.0000,10
1919.8000,10
1919.6000,10
1919.4000,10
1919.2000,10
1919.0000,10
1918.8000,-2.64058
1918.6000,10
1918.4000,10
1918.2000,10
1918.0000,10
1917.8000,10
1917.6000,10
1917.4000,-1.22737
1917.2000,10
1917.0000,10
1916.8000,10
1916.6000,0
1916.4000,10
1916.2000,10
1916.0000,10
1915.8000,10
1915.6000,0
1915.4000,2.0463
1915.2000,1.63584
1915.0000,10
1914.8000,10
1914.6000,0
1914.4000,-0.360101
1914.2000,3.01545
1914.0000,0
1913.8000,2.48543
1913.6000,0
1913.4000,10
1913.2000,10
1913.0000,10
1912.8000,10
1912.6000,0
1912.4000,2.70425
1912.2000,0.830212
1912.0000,-1.49115
1911.8000,0
1911.6000,-2.02808
1911.4000,2.63937
1911.2000,2.0667
1911.0000,10
1910.8000,10
1910.6000,10
1910.4000,0.478688
1910.2000,0.974094
1910.0000,10
1909.8000,2.20562
1909.6000,-2.90293
1909.4000,10
1909.2000,0
1909.0000,3.8537
1908.8000,-0.630726
1908.6000,-0.0866407
1908.4000,-0.172265
1908.2000,-1.12522
1908.0000,0.40916
1907.8000,-0.392164
1907.6000,10
1907.4000,0
1907.2000,-2.61509
1907.0000,-0.98208
1906.8000,10
1906.6000,10
1906.4000,10
1906.2000,0.345781
1906.0000,10
1905.8000,2.28729
1905.6000,0
1905.4000,-0.00493107
1905.2000,0
1905.0000,0
1904.8000,10
1904.6000,10
1904.4000,10
1904.2000,10
1904.0000,0.319406
1903.8000,0
1903.6000,10
1903.4000,10
1903.2000,10
1903.0000,10
1902.8000,-2.05888
1902.6000,-4.44395
1902.4000,10
1902.2000,10
1902.0000,-1.93665
1901.8000,10
1901.6000,-0.471232
1901.4000,0.443208
1901.2000,-2.12954
1901.0000,-0.474835
1900.8000,-0.163497
1900.6000,-2.13227
1900.4000,10
1900.2000,0
1900.0000,10
1899.8000,-0.408801
1899.6000,10
1899.4000,0
1899.2000,0
1899.0000,0
1898.8000,-2.37008
1898.6000,-0.210901
1898.4000,10
1898.2000,10
1898.0000,2.44535
1897.8000,-1.4816
1897.6000,10
1897.4000,-2.42705
1897.2000,0
1897.0000,10
1896.8000,10
1896.6000,-0.3168
1896.4000,10
1896.2000,10
1896.0000,-0.219277
1895.8000,10
1895.6000,0
1895.4000,-2.0618
1895.2000,2.81919
1895.0000,10
1894.8000,-1.22418
1894.6000,10
1894.4000,10
1894.2000,10
1894.0000,-0.205903
1893.8000,10
1893.6000,10
1893.4000,10
1893.2000,-0.156384
1893.0000,10
1892.8000,1.24693
1892.6000,10
1892.4000,10
1892.2000,10
1892.0000,10
1891.8000,3.03848
1891.6000,10
1891.4000,10
1891.2000,10
1891.0000,10
1890.8000,10
1890.6000,-2.86728
1890.4000,0.464013
1890.2000,0
1890.0000,0.528708
1889.8000,10
1889.6000,0.705457
1889.4000,10
1889.2000,10
1889.0000,-0.091036
1888.8000,-0.181712
1888.6000,0
1888.4000,2.23018
1888.2000,10
1888.0000,-2.26388
1887.8000,10
1887.6000,0.603751
1887.4000,10
1887.2000,10
1887.0000,10
1886.8000,10
1886.6000,10
1886.4000,1.39701
1886.2000,10
1886.0000,-1.48812
1885.8000,10
1885.6000,0
1885.4000,-1.36486
1885.2000,10
1885.0000,10
1884.8000,-0.120161
1884.6000,10
1884.4000,0.19324
1884.2000,1.92361
1884.0000,10
1883.8000,3.62207
1883.6000,0.826549
1883.4000,10
1883.2000,10
1883.0000,10
1882.8000,10
1882.6000,10
1882.4000,10
1882.2000,10
1882.0000,0.319184
1881.8000,10
1881.6000,10
1881.4000,10
1881.2000,-0.741451
1881.0000,10
1880.8000,0
1880.6000,10
1880.4000,0
1880.2000,10
1880.0000,-2.01222
1879.7999,0.0136549
1879.6000,10
1879.4000,10
1879.2000,-2.68407
1879.0000,10
1878.7999,-0.327902
1878.6000,-2.55866
1878.4000,1.82049
1878.2000,10
1878.0000,2.86362
1877.7999,1.6883
1877.6000,10
1877.4000,10
1877.2000,10
1877.0000,0.371642
1876.7999,0.148438
1876.6000,10
1876.4000,1.34209
1876.2000,0.276819
1876.0000,0
1875.7999,-0.397178
1875.6000,-1.36044
1875.4000,10
1875.2000,0
1875.0000,0
1874.7999,10
1874.6000,10
1874.4000,10
1874.2000,-0.821761
1874.0000,10
1873.7999,10
1873.6000,10
1873.4000,0.302085
1873.2000,0
1873.0000,2.3431
1872.7999,2.27826
1872.6000,2.3156
1872.4000,10
1872.2000,10
1872.0000,10
1871.7999,10
1871.6000,0.912219
1871.4000,10
1871.2000,10
1871.0000,-0.189475
1870.7999,10
1870.6000,10
1870.4000,0
1870.2000,2.28154
1870.0000,10
1869.7999,10
1869.6000,-3.25847
1869.4000,10
1869.2000,10
1869.0000,0.116338
1868.7999,0
1868.6000,10
1868.4000,2.40733
1868.2000,10
1868.0000,10
1867.7999,0
1867.6000,-0.180848
1867.4000,10
1867.2000,0.0306218
1867.0000,-0.40477
1866.7999,10
1866.6000,10
1866.4000,0
1866.2000,0.00436481
1866.0000,10
1865.7999,0
1865.6000,0.390107
1865.4000,2.27409
1865.2000,-0.0427975
1865.0000,-0.0126184
1864.7999,10
1864.6000,0
1864.4000,10
1864.2000,0.846448
1864.0000,1.18712
1863.7999,0.23559
1863.6000,0.134487
1863.4000,1.29263
1863.2000,10
1863.0000,-0.317198
1862.7999,0.354765
1862.6000,2.62673
1862.4000,1.09225
1862.2000,10
1862.0000,10
1861.7999,0
1861.6000,10
1861.4000,2.81588
1861.2000,-2.19072
1861.0000,0.286767
1860.7999,10
1860.6000,10
1860.4000,10
1860.2000,10
1860.0000,1.84665
1859.7999,0
1859.6000,10
1859.4000,-1.06145
1859.2000,10
1859.0000,10
1858.7999,0
1858.6000,10
1858.4000,10
1858.2000,2.99117
1858.0000,10
1857.7999,10
1857.6000,10
1857.4000,0
1857.2000,10
1857.0000,0.603113
1856.7999,3.01533
1856.6000,0.767908
1856.4000,10
1856.2000,10
1856.0000,10
1855.7999,-0.419566
1855.6000,10
1855.4000,-3.85309
1855.2000,10
1855.0000,10
1854.7999,2.74869
1854.6000,-0.0720371
1854.4000,10
1854.2000,-1.07724
1854.0000,10
1853.7999,0.858486
1853.6000,10
1853.4000,10
1853.2000,10
1853.0000,-0.110023
1852.7999,10
1852.6000,10
1852.4000,10
1852.2000,-0.922138
1852.0000,0
1851.7999,10
1851.6000,1.92722
1851.4000,0.289107
1851.2000,-2.87394
1851.0000,0.514369
1850.7999,2.17156
1850.6000,10
1850.4000,10
1850.2000,10
1850.0000,10
1849.7999,-2.16064
1849.6000,10
1849.4000,-1.05597
1849.2000,10
1849.0000,10
1848.7999,10
1848.6000,10
1848.4000,10
1848.2000,10
1848.0000,2.08697
1847.7999,0.317993
1847.6000,10
1847.4000,10
1847.2000,-0.90847
1847.0000,-2.40226
1846.7999,10
1846.6000,10
1846.4000,0
1846.2000,0
1846.0000,10
1845.7999,2.82484
1845.6000,10
1845.4000,-1.47861
1845.2000,10
1845.0000,-2.65367
1844.7999,10
1844.6000,0
1844.4000,10
1844.2000,10
1844.0000,10
1843.7999,10
1843.6000,10
1843.4000,10
1843.2000,10
1843.0000,10
1842.7999,-2.31362
1842.6000,10
1842.4000,0.162121
1842.2000,10
1842.0000,10
1841.7999,-0.690342
1841.6000,0.14644
1841.4000,10
1841.2000,-2.11421
1841.0000,10
1840.7999,0.418556
1840.6000,2.41141
1840.4000,0.151732
1840.2000,0
1840.0000,10
1839.7999,-0.385355
1839.6000,0.743323
1839.4000,-2.60077
1839.2000,10
1839.0000,0
1838.7999,-0.829538
1838.6000,10
1838.4000,10
1838.2000,1.50937
1838.0000,0.558507
1837.7999,-1.07431
1837.6000,1.81803
1837.4000,0.125343
1837.2000,1.04184
1837.0000,0.00798324
1836.7999,-0.275796
1836.6000,10
1836.4000,10
1836.2000,1.57716
1836.0000,-1.03883
1835.7999,-0.458055
1835.6000,10
1835.4000,-0.108397
1835.2000,10
1835.0000,0.103009
1834.7999,10
1834.6000,10
1834.4000,10
1834.2000,0.897855
1834.0000,0.269298
1833.7999,0.52902
1833.6000,2.73371
1833.4000,0.294214
1833.2000,10
1833.0000,-0.0421657
1832.7999,0.501868
1832.6000,10
1832.4000,3.00305
1832.2000,0.634276
1832.0000,2.80465
1831.7999,2.86737
1831.6000,10
1831.4000,0.0222279
1831.2000,-3.30023
1831.0000,0.000710937
1830.7999,-0.700836
1830.6000,-0.829757
1830.4000,10
1830.2000,0.0160328
1830.0000,10
1829.7999,0.82299
1829.6000,10
1829.4000,10
1829.2000,-0.70057
1829.0000,-0.0965356
1828.7999,1.07667
1828.6000,1.26773
1828.4000,1.4128
1828.2000,0.0693399
1828.0000,10
1827.7999,-0.506697
1827.6000,0.158329
1827.4000,-2.76107
1827.2000,-2.37949
1827.0000,10
1826.7999,-2.00423
1826.6000,-1.49776
1826.4000,-0.65189
1826.2000,0.279297
1826.0000,0.728653
1825.7999,-1.44225
1825.6000,10
1825.4000,-1.9655
1825.2000,0
1825.0000,10
1824.7999,-0.0121749
1824.6000,10
1824.4000,0.261642
